1	-11.091288
2	-10.949762
3	-10.813481
4	-10.682045
5	-10.555098
6	-10.432324
7	-10.313437
8	-10.198184
9	-10.086332
10	-9.977672
11	-9.872015
12	-9.769185
13	-9.669026
14	-9.571391
15	-9.476146
16	-9.383169
18	-9.203569
20	-9.031777
22	-8.867091
24	-8.708901
26	-8.556672
28	-8.409935
30	-8.268275
32	-8.131320
36	-7.870243
40	-7.624444
44	-7.392077
48	-7.171615
52	-6.961781
56	-6.761493
60	-6.569828
64	-6.385994
72	-6.039145
80	-5.716407
88	-5.414242
96	-5.129838
104	-4.860925
112	-4.605639
120	-4.362432
128	-4.130002
