12	-12.276432
13	-12.081016
14	-11.895862
15	-11.719889
16	-11.552178
18	-11.238510
20	-10.313437
22	-10.086332
24	-9.872015
26	-9.669026
28	-9.476146
30	-9.292345
32	-9.116743
36	-8.787219
40	-8.482645
44	-8.199231
48	-7.934000
52	-7.684568
56	-7.448998
60	-7.225688
64	-7.013305
80	-6.252838
88	-5.915502
96	-5.600849
104	-5.305641
112	-5.027289
120	-4.763685
128	-4.513096
144	-4.045388
160	-3.615034
176	-3.215311
192	-2.841117
208	-2.488484
224	-2.154255
240	-1.835875
256	-1.531238
288	-0.956434
320	-0.418685
352	0.090380
384	0.577336
416	1.047586
448	1.505783
480	1.956152
512	2.402746
576	3.301539
640	4.242262
704	5.289893
768	6.595379
832	8.872424
