1	-14.123551
2	-13.983782
3	-13.849261
4	-13.719587
5	-13.594405
6	-13.473398
7	-13.356282
8	-13.242801
9	-13.132723
10	-13.025840
11	-12.921962
12	-12.820913
13	-12.722537
14	-12.626687
15	-12.533229
16	-12.442040
18	-12.266022
20	-12.097821
22	-11.936732
24	-11.782145
26	-11.633527
28	-11.490408
30	-11.352371
32	-11.219047
36	-10.965252
40	-10.726760
44	-10.501728
48	-10.288628
52	-10.086184
56	-9.893313
60	-9.709095
64	-9.532735
72	-9.200925
80	-8.893349
88	-8.606473
96	-8.337492
104	-8.084139
112	-7.844557
120	-7.617201
128	-7.400778
