12	-21.323787
13	-21.131366
14	-20.949216
15	-20.776255
16	-20.611565
18	-20.303958
20	-19.400262
22	-19.179301
24	-18.971143
26	-18.774327
28	-18.587631
30	-18.410025
32	-18.240630
36	-17.923551
40	-17.631461
44	-17.360569
48	-17.107898
52	-16.871062
56	-16.648122
60	-16.437480
64	-16.237801
72	-15.866993
80	-15.528512
88	-15.216991
96	-14.928308
104	-14.659231
112	-14.407176
120	-14.170041
128	-13.946098
144	-13.532239
160	-13.156516
176	-12.812257
192	-12.494417
208	-12.199080
224	-11.923152
240	-11.664137
256	-11.419996
288	-10.969859
320	-10.562197
352	-10.189344
384	-9.845552
416	-9.526394
448	-9.228387
480	-8.948742
512	-8.685191
576	-8.199194
640	-7.758762
704	-7.355494
768	-6.983115
832	-6.636820
896	-6.312837
1024	-5.720341
1152	-5.187584
1280	-4.702102
1408	-4.254912
1536	-3.839319
1664	-3.450194
