12	-8.724059
13	-8.479534
14	-8.324649
15	-8.103365
16	-7.953044
18	-7.500028
20	-6.550932
22	-6.317648
24	-6.162740
26	-5.960161
28	-5.608964
30	-5.428585
32	-5.317476
36	-4.938153
40	-4.580014
44	-4.344937
48	-4.106862
52	-3.767678
56	-3.481178
60	-3.287041
64	-2.996249
72	-2.548881
80	-2.116667
88	-1.698392
96	-1.367615
104	-1.052172
112	-0.726879
120	-0.432981
128	-0.097358
144	0.454183
160	0.959389
176	1.478718
192	1.869430
208	2.332464
224	2.757701
240	3.159409
256	3.577919
288	4.365876
320	5.274664
352	6.225026
384	7.494135
416	9.908338
