8	0.188498
9	0.214359
10	0.452150
11	0.509489
12	0.627217
13	0.742369
14	0.900316
15	1.038956
16	1.196014
18	1.469057
20	1.731136
22	2.033133
24	2.215358
26	2.457776
28	2.550882
30	2.832406
32	3.087482
36	3.391389
40	3.846279
44	4.219976
48	4.566170
52	5.058961
56	5.390799
60	5.779942
64	6.193220
72	7.341387
80	8.686512
