12	-20.759499
13	-20.521275
14	-20.322532
15	-20.143850
16	-19.968403
18	-19.572616
20	-18.603437
22	-18.371052
24	-18.263433
26	-18.034775
28	-17.666883
30	-17.464525
32	-17.371244
36	-16.977333
40	-16.622936
44	-16.451980
48	-16.171838
52	-15.874292
56	-15.661949
60	-15.491647
64	-15.228027
72	-14.844636
80	-14.418553
88	-14.077920
96	-13.729194
104	-13.463308
112	-13.203978
120	-12.950040
128	-12.703961
144	-12.228785
160	-11.769457
176	-11.391566
192	-11.047851
208	-10.717870
224	-10.390859
240	-10.057704
256	-9.734853
288	-9.203126
320	-8.667154
352	-8.256442
384	-7.899226
416	-7.582713
448	-7.248993
480	-6.921490
512	-6.607424
576	-6.052466
640	-5.497968
704	-5.129897
768	-4.648693
832	-4.264851
896	-3.852981
960	-3.379911
1024	-3.090639
1152	-2.380375
1280	-1.659651
1408	-0.905739
1536	-0.091576
1664	0.701096
