12	-18.311325
13	-18.118486
14	-17.935915
15	-17.762533
16	-17.597420
18	-17.288964
20	-16.382277
22	-16.160457
24	-15.951438
26	-15.753759
28	-15.566199
30	-15.387728
32	-15.217467
36	-14.898652
40	-14.604823
44	-14.332189
48	-14.077773
52	-13.839190
56	-13.614501
60	-13.402107
64	-13.200673
72	-12.826351
80	-12.484350
88	-12.169301
96	-11.877085
104	-11.604469
112	-11.348867
120	-11.108182
128	-10.880681
144	-10.459690
160	-10.076812
176	-9.725376
192	-9.400334
208	-9.097773
224	-8.814595
240	-8.548305
256	-8.296865
288	-7.832050
320	-7.409601
352	-7.021849
384	-6.663038
448	-6.015457
480	-5.720407
512	-5.441311
576	-4.923782
640	-4.451195
704	-4.015104
768	-3.609187
832	-3.228590
896	-2.869491
960	-2.528827
1024	-2.204098
1152	-1.594496
1280	-1.027684
1408	-0.494057
1536	0.013807
1664	0.501906
