12	-9.244137
13	-9.045164
14	-8.856442
15	-8.676891
16	-8.505593
18	-8.184726
20	-7.234210
22	-6.999770
24	-6.778090
26	-6.567711
28	-6.367413
30	-6.176165
32	-5.993088
36	-5.648526
40	-5.328794
44	-5.030098
48	-4.749455
52	-4.484478
56	-4.233221
60	-3.994081
64	-3.765718
72	-3.336958
80	-2.939707
88	-2.568544
96	-2.219294
104	-1.888666
112	-1.574014
120	-1.273174
128	-0.984346
144	-0.436888
160	0.078087
176	0.567993
192	1.038749
208	1.495303
224	1.942002
240	2.382876
256	2.821880
288	3.711338
320	4.652140
352	5.715475
384	7.077020
416	9.725133
