-15.000000	1.000000e+000
-14.900000	1.000000e+000
-14.800000	1.000000e+000
-14.700000	1.000000e+000
-14.600000	1.000000e+000
-14.500000	1.000000e+000
-14.400000	1.000000e+000
-14.300000	1.000000e+000
-14.200000	1.000000e+000
-14.100000	1.000000e+000
-14.000000	9.990010e-001
-13.900000	9.990010e-001
-13.800000	9.990010e-001
-13.700000	9.990010e-001
-13.600000	9.960159e-001
-13.500000	1.000000e+000
-13.400000	9.990010e-001
-13.300000	9.980040e-001
-13.200000	9.950249e-001
-13.100000	9.960159e-001
-13.000000	9.980040e-001
-12.900000	9.980040e-001
-12.800000	9.970090e-001
-12.700000	9.940358e-001
-12.600000	9.920635e-001
-12.500000	9.900990e-001
-12.400000	9.852217e-001
-12.300000	9.813543e-001
-12.200000	9.823183e-001
-12.100000	9.765625e-001
-12.000000	9.794319e-001
-11.900000	9.775171e-001
-11.800000	9.652510e-001
-11.700000	9.643202e-001
-11.600000	9.505703e-001
-11.500000	9.505703e-001
-11.400000	9.372071e-001
-11.300000	9.293680e-001
-11.200000	9.090909e-001
-11.100000	8.920607e-001
-11.000000	8.849558e-001
-10.900000	8.605852e-001
-10.800000	8.726003e-001
-10.700000	8.496177e-001
-10.600000	8.244023e-001
-10.500000	8.032129e-001
-10.400000	7.662835e-001
-10.300000	7.547170e-001
-10.200000	7.122507e-001
-10.100000	6.821282e-001
-10.000000	6.877579e-001
-9.900000	6.644518e-001
-9.800000	6.191950e-001
-9.700000	5.727377e-001
-9.600000	5.330490e-001
-9.500000	5.040323e-001
-9.400000	4.840271e-001
-9.300000	4.330879e-001
-9.200000	4.199916e-001
-9.100000	3.654971e-001
-9.000000	3.327787e-001
-8.900000	3.094059e-001
-8.800000	2.632272e-001
-8.700000	2.400384e-001
-8.600000	2.214839e-001
-8.500000	1.929012e-001
-8.400000	1.671123e-001
-8.300000	1.398015e-001
-8.200000	1.265022e-001
-8.100000	1.043841e-001
-8.000000	8.798170e-002
-7.900000	7.274314e-002
-7.800000	6.455361e-002
-7.700000	4.988278e-002
-7.600000	4.091318e-002
-7.500000	3.226951e-002
-7.400000	2.753759e-002
-7.300000	2.123593e-002
-7.200000	1.669784e-002
-7.100000	1.332108e-002
-7.000000	1.043667e-002
-6.900000	7.407517e-003
-6.800000	5.882422e-003
-6.700000	4.360338e-003
-6.600000	3.293786e-003
-6.500000	2.309906e-003
-6.400000	1.839436e-003
-6.300000	1.191102e-003
-6.200000	8.927551e-004
