12	-6.971699
13	-6.715706
14	-6.584215
15	-6.302325
16	-6.143980
18	-5.789127
20	-4.767719
22	-4.515999
24	-4.176840
26	-4.015877
28	-3.784063
30	-3.578338
32	-3.427296
36	-3.011088
40	-2.736493
44	-2.333391
48	-1.991665
52	-1.684264
56	-1.423911
60	-1.160502
64	-0.860320
72	-0.370233
80	0.098461
88	0.493413
96	0.886211
104	1.312915
112	1.732624
120	2.092535
128	2.475382
144	3.180788
160	3.536970
176	4.096316
192	4.732522
208	5.389551
224	6.045064
240	6.831036
256	7.804130
