12	-15.296503
13	-15.102815
14	-14.919395
15	-14.745159
16	-14.579191
18	-14.269020
20	-13.356282
22	-13.132723
24	-12.921962
26	-12.722537
28	-12.533229
30	-12.353006
32	-12.180991
36	-11.858661
40	-11.561307
44	-11.285142
48	-11.027185
52	-10.785055
56	-10.556813
60	-10.340858
64	-10.135858
72	-9.754383
80	-9.405204
88	-9.082953
96	-8.783509
104	-8.503640
112	-8.240761
120	-7.992771
128	-7.757940
144	-7.322208
160	-6.924477
176	-6.558071
192	-6.217939
208	-5.900161
224	-5.601635
240	-5.319860
256	-5.052794
288	-4.556278
320	-4.101495
352	-3.680729
384	-3.288178
416	-2.919361
448	-2.570739
480	-2.239463
512	-1.923201
576	-1.328266
640	-0.773714
704	-0.250460
768	0.248558
832	0.729086
896	1.196017
960	1.653731
1024	2.106373
1152	3.013414
1280	3.956503
1408	4.997425
1536	6.274816
1664	8.393739
