1	-4.919606
2	-4.766850
3	-4.619302
4	-4.476560
5	-4.338269
6	-4.204113
7	-4.073805
8	-3.947089
9	-3.823735
10	-3.703532
11	-3.586289
12	-3.471832
13	-3.360001
14	-3.250651
15	-3.143647
16	-3.038864
18	-2.835514
20	-2.639781
22	-2.450956
24	-2.268422
26	-2.091637
28	-1.920126
30	-1.753466
32	-1.591278
36	-1.279004
40	-0.980981
44	-0.695298
48	-0.420358
52	-0.154807
56	0.102514
60	0.352614
64	0.596379
72	1.067970
80	1.522723
88	1.965240
96	2.399619
104	2.829715
112	3.259378
120	3.692704
128	4.134341
