12	-15.679726
13	-15.467724
14	-15.321945
15	-15.127253
16	-15.001011
18	-14.539786
20	-13.711125
22	-13.590584
24	-13.263306
26	-13.076438
28	-12.845388
30	-12.675218
32	-12.481352
36	-12.124044
40	-11.744263
44	-11.454967
48	-11.143910
52	-10.892577
56	-10.776598
60	-10.510929
64	-10.331094
72	-9.933788
80	-9.545483
88	-9.174544
96	-8.862767
104	-8.481394
112	-8.261109
120	-7.983339
128	-7.731693
144	-7.276633
160	-6.809073
176	-6.475424
192	-6.118356
208	-5.758650
224	-5.432079
240	-5.109540
256	-4.811858
288	-4.286405
320	-3.757532
352	-3.284914
384	-2.944734
416	-2.620798
448	-2.257326
480	-1.967868
512	-1.659484
576	-1.124503
640	-0.611462
704	-0.107097
768	0.305485
832	0.719119
896	1.155563
960	1.545759
1024	1.918828
1152	2.663466
1280	3.406427
1408	4.151118
1536	4.949597
1664	5.762388
